Pesticides Database - Active Substances (File created on 2021-05-18),,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
Active Substance ID,Substance,Category,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d), Source/Year, Remark, ARfD (mg/kg bw), Source/Year, Remark, AOEL (mg/kg bw/d), Source/Year, Remark, Classification (Reg. 1272/2008), Authorised
1004,Formic acid,IN,Not approved,,,,Food/feed,,,,,,,,,,,,,,,,,Skin Corr. 1A - H314,
749,Formothion,"AC, IN",Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,,,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312",
750,Fosamine,HB,Not approved,,,,Essential use,,,,,,,,,,,,,,,,,,
751,Fosetyl,FU,Approved,01/05/2007,30/04/2022,"06/64/EC, Reg. (EU)  2018/524, Reg. (EU) 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) No 540/2011, Reg. (EU) No 678/2014",,FR,EE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2016/1003, Reg. (EU) 2016/75, Reg. (EU) 2018/832, Reg. (EU) 2019/552, Reg. (EU) No 737/2014, Reg. (EU) No 991/2014, SANTE/11822/2019",,,,3.0 mg/kg bw/day,Dir 06/64,,Not appl.,Dir 06/64,,5.0 mg/kg bw/day,Dir 06/64,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK, UK"
752,Fosthiazate,NE,Approved,01/01/2004,31/10/2021,"03/84/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",The original RMS was the UK.<br /><br /><br />,DE,EL,COM,Reg. (EC) No 149/2008,,,,0.004 mg/kg bw/day,03/84/EC,,0.005 mg/kg bw,03/84/EC,,0.005 mg/kg bw/day,03/84/EC,,"Acute Tox. 3 - H301, Acute Tox. 3 - H331, Acute Tox. 4 - H312, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317","BE, BG, CY, DE, EL, ES, FR, HR, HU, IE, IT, MT, NL, PL, RO, UK"
753,Fosthietan,NE,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300",
1400,Fructose,,Approved,,,"Reg. (EU) 2015/1392, Reg. (EU) No 540/2011",,,,,Reg. (EU) 2016/143,,Yes,,Not appl.,Reg (EU) 2015/1392,,Not appl.,Reg (EU) 2015/1392,,Not appl.,Reg (EU) 2015/1392,,,
754,Fuberidazole,FU,Not approved,01/03/2009,28/02/2019,"2008/108, Reg. (EU) No 540/2011",,UK,FI,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2016/1015",,,,,,,0.08 mg/kg bw,Dir 08/108,,0.0072 mg/kg bw/day,Dir 08/108,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, STOT RE 2 - H373, Skin Sens. 1 - H317",
755,Furalaxyl,FU,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412",
756,Furathiocarb,IN,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 520/2011 , Reg. (EU) No 899/2012, Regulation (EU) 2015/399",,,,0.0035 mg/kg bw/day,RMS 1999,,0.006 mg/kg bw,RMS 1999,,,,,"Acute Tox. 2 - H330, Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, STOT RE 2 - H373, Skin Irrit. 2 - H315, Skin Sens. 1 - H317",
757,Furconazole,FU,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
758,Furfural,,Not approved,,,2002/2076,,,,,Reg. (EC) No 839/2008,,,,,,,,,,,,,,
759,Furmecyclox,FU,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351",
1283,Fusarium sp. L13,,Pending,,,,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 26/05/2015</p>,FR,,,,,,,,,,,,,,,,,
1211,Gamma-cyhalothrin,IN,Approved,01/04/2015,31/03/2025,"Dossier complete 04/686/EC, Reg. (EU) 2020/1295, Reg. (EU) No 1334/2014",MS who granted provisional authorisations referred to the MRLs set for lambda-cyhalothrin,DE,ES,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2017/626, Reg. (EU) 2018/960, Reg. (EU) 2019/1015, Reg. (EU) 2019/50, Reg. (EU) 2021/590, Reg. (EU) No 834/2013",low ADI / ARfD / AOEL,,,0.0012 mg/kg bw/day,Reg. (EU) No 1334/2014,,0.0025 mg/kg bw,Reg. (EU) No 1334/2014,,0.0003 mg/kg bw/day,Reg. (EU) No 1334/2014,,,"AT, BE, BG, CZ, DE, DK, FI, FR, HR, HU, IE, LT, LV, PL, RO, SE, SK"
1211,Gamma-cyhalothrin,IN,Approved,01/04/2015,31/03/2025,"Dossier complete 04/686/EC, Reg. (EU) 2020/1295, Reg. (EU) No 1334/2014",MS who granted provisional authorisations referred to the MRLs set for lambda-cyhalothrin,UK,ES,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2017/626, Reg. (EU) 2018/960, Reg. (EU) 2019/1015, Reg. (EU) 2019/50, Reg. (EU) 2021/590, Reg. (EU) No 834/2013",low ADI / ARfD / AOEL,,,0.0012 mg/kg bw/day,Reg. (EU) No 1334/2014,,0.0025 mg/kg bw,Reg. (EU) No 1334/2014,,0.0003 mg/kg bw/day,Reg. (EU) No 1334/2014,,,"AT, BE, BG, CZ, DE, DK, FI, FR, HR, HU, IE, LT, LV, PL, RO, SE, SK"
760,Garlic extract,NE,Approved,01/03/2021,29/02/2036,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2018/155, Reg. (EU) 2020/1160, Reg. (EU) 2021/129, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004<br />The original Co-RMS was UK.</p><p>Reg. (EU) 2021/129 shall apply from 1 March 2021.</p>,IE,DK,EFSA,Reg. (EC) No 839/2008,,,,Not appl.,Dir 08/127,,Not appl.,Dir 08/127,,Not appl.,Dir 08/127,,,"BE, BG, CY, EL, ES, FR, IE, IT, NL, PT, UK"
761,Garlic pulp,,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,
762,Gelatine,IN,Not approved,,,,Animal pro,,,,,,,,,,,,,,,,,,
763,Gentian violet,BA,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
1036,Geraniol,FU,Approved,01/12/2013,30/11/2023,"Dossier complete 2011/266/EU, Reg. (EC) No 647/2001, Reg. (EU) No 570/2013",<p>The original RMS was UK.</p>,ES,EL,EFSA,Reg. (EU) 2015/896,,,,0.5 mg/kg bw/day,Reg. (EU) No 570/2013,Group ADI set by JECFA (2003),Not appl.,Reg. (EU) No 570/2013,,0.5 mg/kg bw/day,Reg. (EU) No 570/2013,,,"BE, CY, EL, ES, FR, IT, MT, NL, PT"
764,Gibberellic acid,PG,Approved,01/09/2009,31/08/2021,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) No 540/2011",Substance fulfilling criteria Annex VI Reg. 2229/2004,SI,SK,COM,"Reg. (EC) No 149/2008, Reg. (EU) No 588/2014",,,,0.68 mg/kg bw/day,Dir 08/127,,Not appl.,Dir 08/127,,0.68 mg/kg bw/day,Dir 08/127,,,"AT, BE, CY, CZ, DE, DK, EL, ES, FR, HU, IT, LU, NL, PL, PT, SI, UK"
765,Gibberellin,PG,Approved,01/09/2009,31/08/2021,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) No 540/2011",Substance fulfilling criteria Annex VI Reg. 2229/2004,SI,SK,COM,Reg. (EC) No 839/2008,,,,0.3 mg/kg bw/day,Reg. (EU) No 540/2011,,Not appl.,Reg. (EU) No 540/2011,,0.18 mg/kg bw/day,Reg. (EU) No 540/2011,,,"AT, BE, CZ, DE, EL, ES, FI, FR, HR, HU, IE, IT, LU, NL, PL, PT, SE, SI, SK, UK"
79,Glufosinate,HB,Not approved,01/10/2007,31/07/2018,"07/25/EC, Reg (EU) 2015/408, Reg. (EU) 2015/404, Reg. (EU) No 365/2013, Reg. (EU) No 540/2011",<p>The original RMS was Sweden.<br /> </p>,DE,FR,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/845, Reg. (EU) 2016/1002, Reg. (EU) No 491/2014",toxic for reproduction 1A / 1B,,,0.021 mg/kg bw/day,Dir 07/25,,0.021 mg/kg bw,Dir 07/25,,0.0021 mg/kg bw/day,Dir 07/25,,"Acute Tox. 4 - H302, Acute Tox. 4 - H312, Acute Tox. 4 - H332, Repr. 1B - H360FD, STOT RE 2 - H373",
1314,Glutaraldehyde (aka glutardialdehyde),"BA, FU",Not approved,,,,Disinfectant,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H330, Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 2 - H411, Resp. Sens. 1 - H334, STOT SE 3 - H335, Skin Corr. 1B - H314, Skin Sens. 1A - H317",
811,Glyphosate,HB,Approved,16/12/2017,15/12/2022,"01/99/EC, 2010/77/EU, Reg. (EU) 2015/1885, Reg. (EU) 2016/1056, Reg. (EU) 2016/1313, Reg. (EU) 2017/2324, Reg. (EU) 2019/724, Reg. (EU) No 540/2011","By Reg. (EU) 2019/724 FR, HU, NL, SE will act jointly as RMS",AGG,SK,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 293/2013, Reg. (EU) No 441/2012, SANTE/10520/2018",,,,0.5 mg/kg bw/day,Reg. (EU) 2017/2324,,0.5 mg/kg bw,Reg. (EU) 2017/2324,,0.1 mg/kg bw/day,Reg. (EU) 2017/2324,,"Aquatic Chronic 2 - H411, Eye Dam. 1 - H318","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LV, MT, NL, PL, PT, RO, SE, SI, SK, UK"
811,Glyphosate,HB,Approved,16/12/2017,15/12/2022,"01/99/EC, 2010/77/EU, Reg. (EU) 2015/1885, Reg. (EU) 2016/1056, Reg. (EU) 2016/1313, Reg. (EU) 2017/2324, Reg. (EU) 2019/724, Reg. (EU) No 540/2011","By Reg. (EU) 2019/724 FR, HU, NL, SE will act jointly as RMS",DE,SK,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 293/2013, Reg. (EU) No 441/2012, SANTE/10520/2018",,,,0.5 mg/kg bw/day,Reg. (EU) 2017/2324,,0.5 mg/kg bw,Reg. (EU) 2017/2324,,0.1 mg/kg bw/day,Reg. (EU) 2017/2324,,"Aquatic Chronic 2 - H411, Eye Dam. 1 - H318","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LV, MT, NL, PL, PT, RO, SE, SI, SK, UK"
1252,Grape (Vitis vinifera) cane tannins,,Not approved,,,Reg. (EU)2020/29,,,,,,,Yes,,,,,,,,,,,,
80,"Grease (bands, fruit trees)",IN,Not approved,,,,Not in the scope Dir. 91/414/EEC (not a plant protection product),,,,,,,,,,,,,,,,,,
81,Guazatine,"FU, RE",Not approved,,,,Withdrawal authorisations: 31/12/2011. Max period of grace: 31/12/2012.,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/1910",,,,,,,,,,,,,"Acute Tox. 2 - H330, Acute Tox. 4 - H302, Acute Tox. 4 - H312, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Dam. 1 - H318, STOT SE 3 - H335, Skin Irrit. 2 - H315",
1413,Halauxifen-methyl,,Approved,05/08/2015,05/08/2025,"Reg. (EU) 2015/1165, Reg. (EU) No 540/2011",<br /><br />,HU,FR,EFSA,Reg. (EU) 2016/67,,,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,0.058 mg/kg bw,Reg. (EU) 2015/1165,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,,"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK, UK"
1413,Halauxifen-methyl,,Approved,05/08/2015,05/08/2025,"Reg. (EU) 2015/1165, Reg. (EU) No 540/2011",<br /><br />,HU,SE,EFSA,Reg. (EU) 2016/67,,,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,0.058 mg/kg bw,Reg. (EU) 2015/1165,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,,"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK, UK"
1413,Halauxifen-methyl,,Approved,05/08/2015,05/08/2025,"Reg. (EU) 2015/1165, Reg. (EU) No 540/2011",<br /><br />,UK,SE,EFSA,Reg. (EU) 2016/67,,,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,0.058 mg/kg bw,Reg. (EU) 2015/1165,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,,"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK, UK"
1413,Halauxifen-methyl,,Approved,05/08/2015,05/08/2025,"Reg. (EU) 2015/1165, Reg. (EU) No 540/2011",<br /><br />,UK,FR,EFSA,Reg. (EU) 2016/67,,,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,0.058 mg/kg bw,Reg. (EU) 2015/1165,,0.058 mg/kg bw/day,Reg. (EU) 2015/1165,,,"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK, UK"
82,Halfenprox (aka brofenprox),AC,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
83,Halosulfuron - methyl,HB,Approved,01/10/2013,30/09/2023,"2012/363/EU, Dossier complete 06/586/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/1295, Reg. (EU) No 356/2013",,IT,PL,EFSA,Reg. (EC) No 839/2008,toxic for reproduction 1A / 1B,,,0.063 mg/kg bw/day,EFSA 2012,,0.5 mg/kg bw,EFSA 2012,,0.063 mg/kg bw/day,EFSA 2012,,,"BG, EL, ES, FR, HU, IT, PT"
767,Haloxyfop,HB,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/2075, Reg. (EU) 2017/171, Regulation (EU) 2017/1016",,,,0.00065 mg/kg bw/day,EFSA 06,,0.075 mg/kg bw,EFSA 06,,,,,,
768,Haloxyfop-P (Haloxyfop-R),HB,Not approved,01/01/2011,31/12/2020,"2010/86/EU, Reg. (EU) 2015/2233, Reg. (EU) 2020/1643, Reg. (EU) No 2018/670, Reg. (EU) No 540/2011",<p>Austria was assigned as Designated Member State (DMS) to assess confirmatory data</p>,HU,CZ,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2015/2075, Reg. (EU) 2017/171, Regulation (EU) 2017/1016","low ADI / ARfD / AOEL, two PBT criteria",,,,,,0.075 mg/kg bw,Reg. (EU) 2015/2233,,0.005 mg/kg bw/day,Reg. (EU) 2015/2233,,,"BE, CZ, DE, HU, LU, NL, PL, SK"
769,HBTA (high boiling tar acid),,Not approved,,,,Disinfectant,,,,,,,,,,,,,,,,,,
771,Helicoverpa armigera nucleopolyhedrovirus (HearNPV),IN,Approved,01/06/2013,31/05/2023,"Dossier complete 07/560/EC, Reg. (EU) 2018//155, Reg. (EU) No 368/2013",,EE,FR,EFSA,Reg. (EU) No 588/2014,,,,Not appl.,EFSA 2012,,Not appl.,EFSA 2012,,Not appl.,EFSA 2012,,,"CY, EL, ES, FR, IT, PT"
1005,Heptachlor,,Not approved,,,,Banned,,,,Reg. (EC) No 149/2008,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, STOT RE 2 - H373",
772,Heptamaloxyloglucan,EL,Approved,01/06/2010,31/05/2021,"2010/14/EU, Reg. (EU) 2017/1527, Reg. (EU) No 540/2011",Reg. (EU) 2017/1527,FR,ES,EFSA,Reg. (EU) No 500/2013,,,,Not appl.,EFSA ´09,,Not appl.,EFSA ´09,,Not appl.,EFSA ´09,,,FR
1372,Heptenophos,IN,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
773,Hexachlorobenzene,,Not approved,,,,Banned,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2016/1866",,,,,,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 1B - H350, STOT RE 1 - H372",
770,Hexachlorocyclohexane (HCH),,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2017/978",,,,,,,,,,,,,,
774,Hexachlorophene,FU,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
126,Hexaconazole,FU,Not approved,,,2006/797,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012",,,,0.005 mg/kg bw/day,JMPR 1990,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Skin Sens. 1 - H317",
127,Hexaflumuron,IN,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",
128,Hexamethylene tetramine (urotropin),,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,
129,Hexazinone,HB,Not approved,,,,Essential use 835/2004,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319",
130,Hexythiazox,"AC, IN",Approved,01/06/2011,31/08/2024,"2011/46/EU, Reg. (EU) 2020/2007, Reg. (EU) No 2018/1266, Reg. (EU) No 540/2011",Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008.,FI,SE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) No 520/2011 , Reg. (EU) No 592/2012",,,,0.03 mg/kg bw/day,11/46/EU,,Not appl.,11/46/EU,,0.009 mg/kg bw/day,11/46/EU,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, DK, EL, ES, FI, FR, HU, IT, LT, MT, NL, PL, PT, RO, SE, SI, SK, UK"
1001,Hydramethylnon,IN,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
131,Hydrogen peroxide,,Approved,,,"2007/442, Reg. (EU) 2017/409",,,,,Reg. (EU) 2017/1777,,Yes,,,,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H332, Ox. Liq. 1 - H271, Skin Corr. 1A - H314",
132,Hydrolysed proteins,IN,Approved,01/09/2009,31/08/2021,"2009/153/EC, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) No 540/2011, Reg. (EU) No 571/2012",Substance fulfilling criteria Annex VI Reg. 2229/2004,ES,EL,COM,,,,,Not appl.,Dir 08/127,,Not appl.,Dir 08/127,,Not appl.,Dir 08/127,,,"CY, EL, ES, FR, IT, MT, PT"
133,Hydroxy-MCPA,PG,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
134,Hydroxyphenyl-salicylamide,FU,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
135,Hymexazol,FU,Approved,01/06/2011,31/05/2023,"2011/5/EU, Reg.(EU) No 2018/1266, Reg.(EU) No 540/2011",,AT,SE,EFSA,"Reg. (EC) No 149/2008, SANTE/10032/2020",,,,0.17 mg/kg bw/day,EFSA 10,,0.5 mg/kg bw,EFSA 10,,0.17 mg/kg bw/day,EFSA 10,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412, Eye Dam. 1 - H318","AT, BE, CZ, DE, DK, EL, FI, FR, HU, IE, IT, NL, PL, RO, SE, UK"
136,Idanofan,HB,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
1315,Imazalil (aka enilconazole),FU,Approved,01/01/2012,31/12/2024,"1997/73/EC, 2007/21/EC, 2010/57/EU, Reg. (EU) No 2019/291, Reg. (EU) No 540/2011, Reg. (EU) No 705/2011",,NL,BE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2019/1582, Reg. (EU) 2020/856, Reg. (EU) No 750/2010",,,,0.025 mg/kg bw/day,EFSA 2010,,0.05 mg/kg bw,EFSA 2010,,0.05 mg/kg bw/day,EFSA 2010,,"Acute Tox. 3 - H301, Acute Tox. 4 - H332, Aquatic Chronic 1 - H410, Carc. 2 - H351, Eye Dam. 1 - H318","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LU, NL, PL, PT, RO, SE, SK, UK"
137,Imazamethabenz,HB,Not approved,,,2005/303,,,,,,,,,,,,,,,,,,,
138,Imazamox,HB,Approved,01/11/2017,31/01/2025,"03/23/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/1531, Reg. (EU) 2017/841, Reg. (EU) 2020/2007, Reg. (EU) No 2019/724, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",By Reg. (EU) No 2019/724 EL is nominated as RMS and IT as Co-RMS<br /><br />Former RMS was FR,EL,IT,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/567, Reg. (EU) No 1146/2014, SANTE/11822/2019",two PBT criteria,,,3.0 mg/kg bw/day,Reg. (EU) 2017/1531,,3.0 mg/kg bw,Reg. (EU) 2017/1531,,2.25 mg/kg bw/day,Reg. (EU) 2017/1531,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LV, MT, NL, PL, PT, RO, SE, SI, SK, UK"
138,Imazamox,HB,Approved,01/11/2017,31/01/2025,"03/23/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/1531, Reg. (EU) 2017/841, Reg. (EU) 2020/2007, Reg. (EU) No 2019/724, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",By Reg. (EU) No 2019/724 EL is nominated as RMS and IT as Co-RMS<br /><br />Former RMS was FR,FR,IT,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/567, Reg. (EU) No 1146/2014, SANTE/11822/2019",two PBT criteria,,,3.0 mg/kg bw/day,Reg. (EU) 2017/1531,,3.0 mg/kg bw,Reg. (EU) 2017/1531,,2.25 mg/kg bw/day,Reg. (EU) 2017/1531,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LV, MT, NL, PL, PT, RO, SE, SI, SK, UK"
986,Imazapic,HB,Not approved,,,,,,,,"Reg. (EU) 2015/845, Reg. (EU) 2015/846, Reg. (EU) 2017/626, Reg. (EU) No 270/2012",,,,,,,,,,,,,,
139,Imazapyr,HB,Not approved,,,2002/2076,,,,,"Reg. (EU) 2015/845, Reg. (EU) 2017/626, Regulation (EU) 2015/399",,,,2.5 mg/kg bw/day,EFSA 2014,,Not appl.,EFSA 2014,,,,,"Aquatic Chronic 3 - H412, Eye Irrit. 2 - H319",
140,Imazaquin,PG,Not approved,,,"2008/69, Reg. (EU) No 1100/2011, Reg. (EU) No 540/2011",Substance fulfilling criteria Annex V Reg 1490/2002,BE,IE,,Reg. (EC) No 149/2008,,,,0.25 mg/kg bw/day,Dir 08/69,,Not appl.,Dir 08/69,,0.25 mg/kg bw/day,Dir 08/69,,,"BE, IE, UK"
1316,Imazethabenz,HB,Not approved,,,2076/2002,,,,,,,,,,,,,,,,,,,
1364,Imazethapyr,"HB, PG",Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,
687,Imazosulfuron,HB,Not approved,,,"05/3/EC, Reg (EU) 2015/408, Reg. (EU) No 540/2011, Reg. EU No 1197/2012",<p>Renewal application was withdrawn.<br /><br />The original RMS was Germany.<br /><br />two PBT criteria<br /> </p>,SI,FI,,"Reg. (EC) No 149/2008, Reg. (EU) 2019/1792, Reg. (EU) No 289/2014",two PBT criteria,,,0.75 mg/kg bw/day,05/3/EC,,Not appl.,05/3/EC,,0.53 mg/kg bw/day,05/3/EC,,,UK
851,Imibenconazole,FU,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
703,Imicyafos,NE,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
688,Imidacloprid,IN,Not approved,01/08/2009,01/12/2020,"2008/116/EC, 2010/21/EU, Reg. (EU) 2017/195, Reg. (EU) 2020/1643, Reg. (EU) No 485/2013, Reg. (EU) No 540/2011, Reg.(EU) No 2018/783",,DE,NL,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) No 491/2014, Reg. (EU) No 893/2010, SANTE/10118/2020",,,,0.06 mg/kg bw/day,Dir 08/116,,0.08 mg/kg bw,Dir 08/116,,0.08 mg/kg bw/day,Dir 08/116,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","BE, BG, CY, DK, EE, EL, FI, FR, HR, HU, MT, NL, PL, PT, SE"
689,Iminoctadine,FU,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,
993,Indanofan,HB,Not approved,,,,Never notified and authorised in the EU,,,,,,,,,,,,,,,,,,
1061,Indaziflam,HB,Pending,,,,<p>Not yet assessed at EU level</p>,FR,ES,,,,,,,,,,,,,,,,
227,Indolylacetic acid (aka auxins),PG,Not approved,,,2008/941,Voluntarily withdrawn. Withdrawal authoris. by 12/2010. Max period of grace: 12/2011.,,,,Reg. (EU) 2016/71,,,,,,,,,,,,,,
228,Indolylbutyric acid,PG,Approved,01/06/2011,31/05/2023,"2008/941/EC, 2011/28/EU, Reg.(EU) No 2018/1266, Reg.(EU) No 540/2011",,EL,CY,EFSA,Reg. (EU) 2016/71,,,,,EFSA 2010,Not set due to insufficient data,,EFSA 2010,Not set due to insufficient data,,EFSA 2010,Not set due to insufficient data,,"AT, BE, CY, DE, EL, ES, FR, IT, LU, NL, PL, PT, SI, UK"
